,식품군,식품이름,열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),포화지방산 (g)
258,즉석섭취·편의식품류,남양 맘스쿠킹 한우쇠고기와 두부 영양쌀죽(동원홈푸드),62.5,8.75,1.62,2.25,2.5,50.0,1.25
259,즉석섭취·편의식품류,남양 맘스쿠킹 한우쇠고기와 양송이 영양쌀죽(동원홈푸드),56.25,8.12,1.5,1.88,0.77,37.5,1.25
260,즉석섭취·편의식품류,남양 명품유기농 엄마의작품 12개월 이후(남양유업),380.0,80.0,5.0,5.0,28.0,30.0,0.67
261,즉석섭취·편의식품류,남양 명품유기농 엄마의작품 6개월 이후(남양유업),390.0,80.0,6.67,5.0,26.0,30.0,0.67
262,즉석섭취·편의식품류,남양 명품유기농 엄마의작품 9개월 이후(남양유업),380.0,80.0,5.0,5.0,27.0,30.0,0.67
263,즉석섭취·편의식품류,납작군만두(씨제이제일제당),405.0,47.92,13.5,18.0,2.84,614.92,5.85
264,즉석섭취·편의식품류,노릇노릇고소함이가득 바삭바삭군만두,472.5,60.0,21.0,16.5,2.84,1215.0,7.35
265,즉석섭취·편의식품류,뉴숯불갈비맛삼각김밥,161.87,31.67,3.94,2.16,9.87,297.06,0.34
266,즉석섭취·편의식품류,뉴참치김밥,153.91,25.39,4.88,3.65,0.0,507.38,0.38
267,즉석섭취·편의식품류,단호박&호두 지짐만두,450.0,54.0,18.0,18.0,11.25,697.5,6.3
268,즉석섭취·편의식품류,닭고기볶음된장소스,315.0,24.0,24.0,13.5,6.0,1365.0,2.25
269,즉석섭취·편의식품류,대림선 삼채물만두,367.5,43.5,21.0,12.0,4.37,840.0,3.6
270,즉석섭취·편의식품류,대림선 생돼지고기 포자찐만두,442.5,45.0,16.5,21.0,7.5,1185.0,7.5
271,즉석섭취·편의식품류,더욱 맛있어진 백설군만두(씨제이제일제당),427.5,47.25,14.62,20.25,2.84,697.5,7.2
272,즉석섭취·편의식품류,더욱 맛있어진 백설잡채군만두(씨제이제일제당),270.0,33.0,9.0,12.0,2.84,570.0,4.5
273,즉석섭취·편의식품류,백설실속군만두(씨제이제일제당),337.5,31.5,9.0,19.5,2.84,1050.0,6.75
274,즉석섭취·편의식품류,버섯크림 스파게티소스,170.0,8.0,3.0,14.0,1.0,380.0,9.0
275,즉석섭취·편의식품류,버터라이스치킨마요삼각김밥,163.04,28.08,5.14,3.35,0.0,463.2,0.47
276,즉석섭취·편의식품류,"베이컨&까망베르
까르보나라 스파게티 소스",165.0,7.0,3.0,14.0,2.0,490.0,12.0
277,즉석섭취·편의식품류,베이컨앤에그샌드위치,566.62,68.72,20.6,23.26,1.6,1197.17,3.03
278,즉석섭취·편의식품류,베이컨토마토샌드위치,476.45,63.27,18.0,16.82,0.65,1073.44,4.4
279,즉석섭취·편의식품류,복주머니딤섬(엄지식품),315.0,34.5,12.0,13.5,5.66,540.0,5.25
280,즉석섭취·편의식품류,부드러운 햄버그 스테이크,268.75,27.5,22.5,7.5,16.07,975.0,2.5
281,즉석섭취·편의식품류,북촌고기만두(롯데푸드),450.0,58.5,15.75,18.0,5.66,810.0,6.07
282,즉석섭취·편의식품류,북촌군만두(롯데푸드),517.5,63.0,15.75,22.5,2.84,1282.5,9.0
283,즉석섭취·편의식품류,북촌물만두(롯데푸드),393.75,47.25,22.5,13.5,4.37,967.5,4.95
284,즉석섭취·편의식품류,북촌왕만두 매운갈비(롯데푸드),371.25,51.75,20.25,11.25,4.5,720.0,2.92
285,즉석섭취·편의식품류,북촌왕만두(롯데푸드),371.25,45.0,20.25,13.5,6.75,922.5,4.95
286,즉석섭취·편의식품류,불고기김밥(삼강),270.0,50.0,12.0,4.4,39.49,1460.0,2.82
287,즉석섭취·편의식품류,불고기덮밥소스,143.0,16.9,13.0,2.47,5.2,2743.0,0.65
288,즉석섭취·편의식품류,불고기버거(삼강),350.73,33.74,13.28,17.64,13.03,504.53,5.49
289,즉석섭취·편의식품류,불닭만두,499.22,19.69,15.47,25.31,7.03,1139.06,7.03
290,즉석섭취·편의식품류,비비고 왕만두(씨제이제일제당),405.0,36.0,20.92,19.58,0.9,1140.07,6.07
291,즉석섭취·편의식품류,빅불고기 버거,541.08,82.53,20.14,14.49,13.03,1224.79,2.99
292,즉석섭취·편의식품류,빠오즈(세린식품),405.0,64.5,12.0,10.95,6.75,495.0,3.0
293,즉석섭취·편의식품류,사천왕만두,474.11,69.11,14.46,14.46,9.64,642.86,4.34
294,즉석섭취·편의식품류,상하이샤오롱,512.4,55.44,15.12,25.2,8.47,1041.6,8.06
295,즉석섭취·편의식품류,새송이버섯&갈릭 고르곤졸라 스파게티소스,150.0,7.0,3.0,12.0,2.0,550.0,10.0
296,즉석섭취·편의식품류,새우완탕(씨제이제일제당),202.8,26.52,14.04,5.15,0.62,1528.8,1.09
297,즉석섭취·편의식품류,생가득 맛있게 비벼 먹는 직화짜장,95.0,20.0,4.0,9.0,4.0,840.0,1.9
298,즉석섭취·편의식품류,생가득 생고기와 야채로 속을 꽉채운 부추잡채 군만두,397.5,54.0,16.5,13.5,2.84,540.0,4.95
299,즉석섭취·편의식품류,생가득 생고기와 야채로 큼직하게 빚은 평양왕만두,345.0,46.5,18.0,10.5,5.66,630.0,3.6
300,즉석섭취·편의식품류,생가득 야채가득물만두,457.5,48.0,21.0,21.0,4.37,765.0,7.5
301,즉석섭취·편의식품류,생가득 저온숙성 포기김치로 큼직하게 빚은 김치왕만두,375.0,45.0,16.5,15.0,10.5,675.0,5.4
302,즉석섭취·편의식품류,생생 알짜만두,551.25,69.75,18.0,22.5,9.68,933.75,9.0
303,즉석섭취·편의식품류,생야채와물만두(씨제이제일제당),397.58,41.85,14.4,19.58,4.37,1080.0,7.43
304,즉석섭취·편의식품류,샤오롱빠오(씨제이제일제당),369.6,31.92,16.8,18.48,8.47,512.4,6.72
305,즉석섭취·편의식품류,소고기만두 규아상(씨제이제일제당),247.5,25.5,12.0,10.5,5.66,360.0,3.75
306,즉석섭취·편의식품류,속찬 왕만두,345.54,36.96,12.86,16.07,1.61,803.57,3.86
307,즉석섭취·편의식품류,손맛살린 만찬왕만두,385.71,35.36,17.68,19.29,5.66,642.86,5.79
308,즉석섭취·편의식품류,쇠고기 미역 국밥,892.5,171.5,35.0,6.65,0.0,2870.0,3.15
309,즉석섭취·편의식품류,수제잎새만두,405.0,45.0,11.25,20.25,6.75,562.5,4.05
310,즉석섭취·편의식품류,숯불 떡갈비,692.0,44.0,30.0,44.0,12.5,1680.0,20.0
311,즉석섭취·편의식품류,쉐프솔루션교자만두(영우냉동식품),331.39,40.77,10.59,13.99,5.66,552.15,5.26
312,즉석섭취·편의식품류,쉐프솔루션군만두(영우냉동식품),331.59,39.74,12.18,13.77,2.84,658.65,5.05
313,즉석섭취·편의식품류,쉬림프에그샌드위치,419.76,44.87,18.75,18.36,7.49,869.58,4.96
314,즉석섭취·편의식품류,스노우밸리 속부터다른 한돈 순물만두,422.93,38.91,20.3,20.3,4.37,676.69,7.11
315,즉석섭취·편의식품류,스노우밸리 쫄깃함이 살아있는 감자떡 김치만두,427.5,57.0,12.0,16.5,7.5,585.0,4.8
316,즉석섭취·편의식품류,스파게티,354.62,77.06,11.2,0.18,3.29,0.0,0.03
317,즉석섭취·편의식품류,식후 혈당 조절에 도움을 줄 수 있는 밥(씨제이제일제당),145.2,32.9,2.9,0.2,0.0,7.1,0.2
318,즉석섭취·편의식품류,신화왕만두,468.75,78.75,15.0,9.38,7.5,712.5,2.81
319,즉석섭취·편의식품류,실속고추장 불고기 김밥,142.14,27.2,3.91,1.97,9.87,323.06,0.23
320,즉석섭취·편의식품류,씨제이백설쌀군만두(씨제이제일제당),360.0,49.5,13.5,13.5,2.84,652.5,4.28
321,즉석섭취·편의식품류,씨제이우리밀만두(씨제이제일제당),315.0,39.0,12.9,12.0,5.66,495.0,4.65
322,즉석섭취·편의식품류,씨제이프레시안백설김치군만두(씨제이제일제당),330.0,31.5,10.95,18.0,2.84,570.0,10.65
323,즉석섭취·편의식품류,씨제이프레시안백설잡채군만두(씨제이제일제당),262.5,36.0,7.5,10.5,2.84,570.0,3.45
324,즉석섭취·편의식품류,"씨제이프레시안생야채와돼지고기물만두(씨제이제일제당,엄지식품)",255.0,27.0,9.6,12.0,4.37,720.0,5.1
325,즉석섭취·편의식품류,씨제이프레시안생야채와돼지고기손만두(엄지식품),495.0,65.25,16.65,18.0,5.66,900.0,6.07
326,즉석섭취·편의식품류,씨제이프레시안생야채와돼지고기왕만두(엄지식품),247.5,28.5,10.5,10.5,5.66,585.0,3.45
327,즉석섭취·편의식품류,씨제이프레시안우리손만두(엄지식품),285.0,30.0,12.0,13.5,5.66,465.0,4.95
328,즉석섭취·편의식품류,아리랑토리랑팥죽,491.15,105.75,14.1,1.17,16.45,603.95,0.0
329,즉석섭취·편의식품류,아워홈 단호박죽,567.0,89.1,8.1,18.9,32.4,810.0,1.89
330,즉석섭취·편의식품류,아워홈 전복죽,364.5,54.0,13.5,9.45,1.98,1431.0,0.0
331,즉석섭취·편의식품류,아워홈 통단팥죽,648.0,124.2,21.6,6.48,32.4,1134.0,2.97
332,즉석섭취·편의식품류,양념갈비맛삼각김밥,150.46,29.42,4.3,1.73,9.87,237.27,0.3
333,즉석섭취·편의식품류,양반 가평잣죽,486.2,74.36,8.58,17.16,0.0,1258.4,2.86
334,즉석섭취·편의식품류,양반 꿀호박죽,698.25,162.45,11.4,0.0,68.4,769.5,0.0
335,즉석섭취·편의식품류,양반 밤 단팥죽,840.75,190.95,19.95,0.0,65.55,1596.0,0.0
336,즉석섭취·편의식품류,양반 삼계죽,498.75,94.05,28.5,1.71,5.7,1482.0,0.0
337,즉석섭취·편의식품류,양반 참치죽,504.0,89.28,23.04,6.34,5.76,1526.4,0.0
338,즉석섭취·편의식품류,양반 한우 쇠고기 큰죽,984.9,188.94,36.18,10.05,107.74,2050.2,0.0
339,즉석섭취·편의식품류,양송이스프 60g,383.9,77.3,6.3,5.5,31.4,1777.36,3.6
340,즉석섭취·편의식품류,엔네이처 단호박&호두 지짐만두,450.0,54.84,16.88,18.28,12.66,703.12,6.19
341,즉석섭취·편의식품류,옛날 손만두,505.5,55.5,13.5,25.5,5.66,852.75,9.0
342,즉석섭취·편의식품류,옛날육개장,19.7,1.79,1.53,0.71,1.38,397.0,0.23
343,즉석섭취·편의식품류,오므라이스 미트볼,423.0,48.6,16.2,18.0,23.4,1854.0,4.5
344,즉석섭취·편의식품류,오므라이스 햄버그,480.0,54.0,16.0,22.0,28.57,2020.0,5.2
345,즉석섭취·편의식품류,오삼 불고기 덮밥,1479.0,261.8,40.8,30.6,23.8,3060.0,8.5
346,즉석섭취·편의식품류,오이물만두(씨제이제일제당),416.25,40.5,17.55,20.25,4.37,855.0,4.95
347,즉석섭취·편의식품류,왕빠오즈(세린식품),472.5,69.75,13.95,15.75,6.75,652.5,4.5
348,즉석섭취·편의식품류,우리밀 꼬꼬카레,287.5,32.5,27.5,11.25,13.4,1425.0,5.0
349,즉석섭취·편의식품류,우리밀김치왕만두(씨제이제일제당),232.5,28.5,13.5,7.5,0.15,450.0,2.55
350,즉석섭취·편의식품류,우리밀만두,435.0,52.5,16.5,18.0,0.0,705.0,5.55
351,즉석섭취·편의식품류,우리밀물만두(씨제이제일제당),427.5,51.75,15.75,18.0,4.37,990.0,6.97
352,즉석섭취·편의식품류,우리밀왕교자(씨제이제일제당),450.0,48.0,18.0,21.0,5.66,735.0,7.5
353,즉석섭취·편의식품류,"우리밀왕만두(씨제이제일제당,엄지식품)",255.0,25.5,10.5,13.5,5.66,540.0,4.65
354,즉석섭취·편의식품류,우리쌀 군만두,360.0,49.5,13.5,12.0,2.84,645.0,4.2
355,즉석섭취·편의식품류,우리쌀물만두(씨제이제일제당),277.5,30.0,11.55,12.0,4.37,600.0,4.8
356,즉석섭취·편의식품류,우리한우사골곰탕,240.0,0.0,16.8,19.2,0.0,204.0,8.4
357,즉석섭취·편의식품류,월병군만두(푸르온),352.5,34.5,9.0,19.5,2.84,720.0,6.6
358,즉석섭취·편의식품류,이마트 밥한그릇 뚝딱! 바로먹는 짜장,360.0,44.0,18.0,12.0,16.0,1900.0,4.6
359,즉석섭취·편의식품류,이슬먹은 렌지만두 매운맛,500.0,38.75,16.25,31.25,10.0,887.5,12.5
360,즉석섭취·편의식품류,이츠웰 바삭한 군만두(영우냉동식품),317.95,34.41,9.81,15.68,2.84,664.05,5.72
361,즉석섭취·편의식품류,이츠웰실속교자만두(영우냉동식품),263.49,41.65,11.32,5.73,5.66,655.05,1.86
362,즉석섭취·편의식품류,이츠웰실속물만두(씨제이제일제당),285.0,31.5,13.5,12.0,4.37,540.0,4.35
363,즉석섭취·편의식품류,이츠웰씨제이왕만두,289.29,27.08,14.94,13.47,5.66,618.0,4.7
364,즉석섭취·편의식품류,이츠웰쫄깃한물만두(씨제이제일제당),300.0,34.5,12.0,13.5,4.37,780.0,4.35
365,즉석섭취·편의식품류,자연듬뿍 엔네이쳐 등심&새우 롤만두,427.5,54.0,15.0,16.5,13.5,735.0,7.05
366,즉석섭취·편의식품류,자이언트 버거 오리지날,555.76,63.4,20.89,24.29,12.99,1139.36,6.11
367,즉석섭취·편의식품류,잡채 만두,465.52,48.1,15.52,23.28,8.04,744.83,7.76
368,즉석섭취·편의식품류,잡채군만두(씨제이제일제당),262.5,39.0,7.5,9.0,2.84,525.0,1.8
369,즉석섭취·편의식품류,장어탕,250.0,14.5,22.5,11.25,3.25,2275.0,0.75
370,즉석섭취·편의식품류,전자렌지용 찐만두,421.88,42.86,20.09,18.75,2.68,589.29,10.71
371,즉석섭취·편의식품류,정갈하고 깔끔한 일품만두,493.06,66.67,19.44,16.67,2.7,583.33,5.97
372,즉석섭취·편의식품류,제육덮밥소스,208.0,26.0,14.3,5.07,7.8,1963.0,1.82
373,즉석섭취·편의식품류,쫄깃한크랩맛샌드위치,172.04,23.05,6.68,5.9,0.82,320.44,1.56
374,즉석섭취·편의식품류,찬마루 떡볶이 양념장,4.5,0.88,0.08,0.07,0.76,32.25,0.01
375,즉석섭취·편의식품류,참치김치말이김밥(삼강),241.7,45.4,5.9,4.3,1.44,654.04,0.2
376,즉석섭취·편의식품류,참치김치삼각김밥,158.11,30.75,3.66,2.27,0.26,258.83,0.24
377,즉석섭취·편의식품류,참치마요네즈삼각김밥,173.62,29.29,3.66,4.64,9.87,304.89,0.48
378,즉석섭취·편의식품류,철판 군만두,456.0,64.95,15.6,14.85,2.84,636.0,12.6
379,즉석섭취·편의식품류,청정원 1000아일랜드 드레싱(냉장)(대상㈜),5.29,0.25,0.02,0.47,0.2,12.38,0.07
380,즉석섭취·편의식품류,청정원 감자수제비물만두(㈜푸르온),437.5,45.83,22.22,18.06,4.37,583.33,5.84
381,즉석섭취·편의식품류,청정원 그린키위 드레싱소스(냉장)(대상㈜),120.0,26.0,0.0,2.0,19.7,360.0,0.0
382,즉석섭취·편의식품류,청정원 떡&군만두(㈜푸르온),461.25,69.75,11.25,15.75,2.84,652.5,4.72
383,즉석섭취·편의식품류,청정원 렌지짱 매운홍닭(대상㈜),177.5,24.0,8.0,5.5,7.5,400.0,1.7
384,즉석섭취·편의식품류,청정원 렌지짱 미트볼(대상㈜),186.0,17.0,7.0,10.0,3.33,525.0,3.5
385,즉석섭취·편의식품류,청정원 렌지짱 숯불떡갈비(대상㈜),173.0,11.0,7.5,11.0,3.12,420.0,5.0
386,즉석섭취·편의식품류,청정원 민속당면(㈜한밭식품),14.4,3.52,0.0,0.0,0.01,0.8,0.0
387,즉석섭취·편의식품류,청정원 민속자른당면(㈜한밭식품),14.4,3.52,0.0,0.0,0.01,0.8,0.0
388,즉석섭취·편의식품류,청정원 밥물이다르다 강황우린물로 만든통새우볶음밥(한우물영농조합법인),146.67,28.89,3.11,2.22,1.1,324.44,0.4
389,즉석섭취·편의식품류,청정원 밥물이다르다 표고버섯우린물로만든닭가슴살볶음밥(한우물영농조합법인),151.11,28.89,4.0,2.22,0.89,288.89,0.49
390,즉석섭취·편의식품류,청정원 밥물이다르다 황태우린물로 만든계란야채볶음밥(한우물영농조합법인),160.0,31.11,3.11,2.67,0.89,377.78,0.4
391,즉석섭취·편의식품류,청정원 뷰티칼로리면 메밀소바(대상㈜/한미식품),48.17,11.93,0.46,0.0,3.46,793.58,0.0
392,즉석섭취·편의식품류,청정원 뷰티칼로리면 볶음짬뽕(대상㈜/한미식품),101.92,13.15,1.97,4.6,1.31,637.81,0.86
393,즉석섭취·편의식품류,청정원 뷰티칼로리면 비빔면(대상㈜/한미식품),89.6,15.36,1.28,2.69,15.51,851.2,0.45
394,즉석섭취·편의식품류,청정원 뷰티칼로리면 새싹동치미물냉면(대상㈜/한미식품),50.46,12.39,0.37,0.0,3.46,655.96,0.0
395,즉석섭취·편의식품류,청정원 뷰티칼로리면 야끼우동(대상㈜/한미식품),83.33,14.0,2.0,2.2,4.12,586.67,0.53
396,즉석섭취·편의식품류,청정원 뷰티칼로리면 잔치국수(대상㈜/한미식품),46.34,10.24,0.98,0.24,0.98,770.73,0.0
397,즉석섭취·편의식품류,청정원 뷰티칼로리면 하노이누들(대상㈜/한미식품),46.34,9.76,0.98,0.34,2.84,878.05,0.0
398,즉석섭취·편의식품류,청정원 블루베리 드레싱소스(냉장)(대상㈜),125.0,27.0,0.0,2.0,16.0,360.0,0.0
399,즉석섭취·편의식품류,청정원 사골미역국밥(동림푸드㈜),285.0,62.0,5.0,1.9,1.0,1060.0,1.4
400,즉석섭취·편의식품류,청정원 사과올리고당(대상㈜),320.0,81.0,0.0,0.0,25.0,0.0,0.0
401,즉석섭취·편의식품류,청정원 사과잼(복음자리),10.0,2.4,0.0,0.0,2.4,0.0,0.0
402,즉석섭취·편의식품류,청정원 상하이식짬뽕밥(동림푸드㈜),310.0,62.0,7.0,3.9,3.0,1540.0,1.4
403,즉석섭취·편의식품류,청정원 스파게티(SPAGHETTI),360.14,77.19,12.45,0.18,3.57,0.0,0.02
404,즉석섭취·편의식품류,청정원 쌀올리고당(대상㈜),320.0,81.0,0.0,0.0,25.0,20.0,0.0
405,즉석섭취·편의식품류,청정원 아침에먹는 단팥죽(대상㈜),116.0,25.2,4.0,0.0,7.2,112.0,0.0
406,즉석섭취·편의식품류,청정원 아침에먹는 쇠고기버섯죽(대상㈜),54.17,10.42,2.08,0.42,0.77,195.83,0.21
407,즉석섭취·편의식품류,청정원 아침에먹는 전복소라죽(대상㈜),52.08,10.42,2.08,0.29,0.58,170.83,0.0
408,즉석섭취·편의식품류,청정원 아침에먹는 호박죽(대상㈜),75.0,17.08,1.25,0.29,7.08,150.0,0.21
409,즉석섭취·편의식품류,청정원 아침에먹는 흑임자죽(대상㈜),72.92,9.58,2.08,2.92,4.58,179.17,0.5
410,즉석섭취·편의식품류,청정원 얼큰육개장국밥(동림푸드㈜),300.0,65.0,6.0,2.0,1.38,1160.0,1.5
411,즉석섭취·편의식품류,청정원 옛날식 짜장,351.0,46.8,9.0,14.4,25.28,1602.0,5.76
412,즉석섭취·편의식품류,청정원 옛날식짜장(대상㈜),108.33,14.44,2.78,4.44,4.0,494.44,1.78
413,즉석섭취·편의식품류,청정원 오리엔탈 드레싱(상온)(대상㈜),205.0,13.0,2.0,16.0,26.88,1170.0,2.6
414,즉석섭취·편의식품류,"청정원 옥수수유(㈜진유원,㈜유맥)",2.25,0.0,0.0,0.25,0.0,0.0,0.04
415,즉석섭취·편의식품류,청정원 올리고당(대상㈜),310.0,79.0,0.0,0.0,25.0,0.0,0.0
416,즉석섭취·편의식품류,"청정원 올리브유(㈜진유원,㈜유맥)",900.0,0.0,0.0,100.0,0.0,0.0,14.0
417,즉석섭취·편의식품류,청정원 요리올리고당(대상㈜),310.0,78.0,0.0,0.0,25.0,0.0,0.0
418,즉석섭취·편의식품류,청정원 우리아이 케찹(대상㈜),135.0,32.0,2.0,0.0,20.0,1190.0,0.0
419,즉석섭취·편의식품류,청정원 유기농 100%국내산 우리아이보리차(㈜제이앤푸드),0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,즉석섭취·편의식품류,청정원 유기농 녹차소면(은성식품),360.0,76.0,11.0,15.0,3.93,1090.0,0.0
421,즉석섭취·편의식품류,청정원 유기농 딸기잼(복음자리),10.0,2.6,0.0,0.0,2.18,0.0,0.0
422,즉석섭취·편의식품류,청정원 유기농 보리차(㈜제이앤푸드),0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,즉석섭취·편의식품류,청정원 유기농 부침가루(대상㈜),350.0,76.0,8.0,1.5,2.0,670.0,0.0
424,즉석섭취·편의식품류,청정원 유기농 블루베리잼(복음자리),9.6,2.4,0.0,0.0,2.07,0.0,0.0
425,즉석섭취·편의식품류,청정원 유기농 사과식초(대상㈜),0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,즉석섭취·편의식품류,청정원 유기농 소면(은성식품),365.0,76.0,11.0,2.0,3.93,1090.0,0.0
427,즉석섭취·편의식품류,청정원 유기농 수라당면(대상㈜),13.6,3.36,0.0,0.0,0.01,0.0,0.0
428,즉석섭취·편의식품류,청정원 유기농 옥수수수염차(㈜제이앤푸드),0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,즉석섭취·편의식품류,청정원 유기농 옥수수차(㈜제이앤푸드),0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,즉석섭취·편의식품류,청정원 유기농 올리브유(㈜진유원),2.25,0.0,0.0,0.25,0.0,0.0,0.05
431,즉석섭취·편의식품류,청정원 유기농 현미식초(대상㈜),0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,즉석섭취·편의식품류,청정원 유기농 황설탕(대상㈜),1.0,0.25,0.0,0.0,0.24,0.0,0.0
433,즉석섭취·편의식품류,청정원 유기농 흑설탕(대상㈜),1.0,0.25,0.0,0.0,0.23,0.0,0.0
434,즉석섭취·편의식품류,청정원 진한 케찹(대상㈜),110.0,26.0,2.0,0.0,20.0,1090.0,0.0
435,즉석섭취·편의식품류,청정원 치즈크림스파게티소스(대상㈜),185.0,7.0,3.0,16.0,3.57,370.0,13.0
