,식품군,식품이름,열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),포화지방산 (g)
2016,과자류,어니언&차이브 트위스트,44.7,4.8,1.08,2.31,0.3,72.0,1.65
2017,과자류,어소티드 과일향 랄리팝,4.0,1.0,0.0,0.0,0.75,0.0,0.0
2018,과자류,어솔티드 비스킷,40.89,5.91,0.26,1.8,2.4,392.4,1.54
2019,과자류,어솔티드버터오트맛쿠키,48.0,6.0,0.6,2.4,2.1,33.0,1.2
2020,과자류,어솔티드비스킷,38.7,6.0,0.3,1.8,2.4,392.4,1.5
2021,과자류,어솔티드쇼트브래드,48.0,6.0,0.6,2.4,2.1,33.0,1.2
2022,과자류,어썸 너겟 버라이어티 6팩,3.41,0.86,0.0,0.0,0.6,2.94,0.0
2023,과자류,어썸 너겟 버라이어티팩,3.06,0.76,0.0,0.0,0.6,0.59,0.0
2024,과자류,어쏘티드 롤리 팝,4.0,0.75,0.0,0.15,0.75,2.0,0.1
2025,과자류,어쏘티드 리틀 팝,4.29,0.71,0.0,0.14,0.75,2.14,0.11
2026,과자류,어쏘티드 터키쉬딜라이트,4.08,0.9,0.02,0.05,0.6,0.0,0.03
2027,과자류,어쏠티드요거트푸딩,114.29,25.71,1.43,0.0,17.78,85.71,0.0
2028,과자류,엄마손파이,47.7,5.58,0.63,2.52,2.08,62.64,1.44
2029,과자류,엄마쿠키,39.38,5.25,0.38,1.88,2.25,15.0,0.34
2030,과자류,에그 보로 비스킷,34.71,8.36,0.13,0.06,4.5,1.93,0.0
2031,과자류,에다마메스낵,41.04,6.41,0.86,1.33,0.07,61.2,0.32
2032,과자류,"에디아르 다섯가지맛(버터,바닐라,살구,라즈베리,패션후르츠)캬라멜",3.9,0.55,0.02,0.12,0.45,2.7,0.08
2033,과자류,에브리씽 플렛브레드 크리스프,37.29,5.4,1.29,1.18,0.0,69.43,0.0
2034,과자류,에비우스야키,38.57,7.36,0.58,0.77,0.68,48.21,0.22
2035,과자류,에비코마루,34.29,8.23,0.14,0.09,1.22,0.14,0.0
2036,과자류,에비피나,43.93,5.57,1.07,1.93,5.36,33.86,0.43
2037,과자류,엑스.오 커피 캔디,4.29,0.86,0.0,0.07,0.75,0.0,0.07
2038,과자류,엑스.오 커피맛 캔디(161g),4.29,0.86,0.0,0.07,0.75,0.0,0.07
2039,과자류,엑스오 버터 캔디,4.38,0.86,0.0,0.09,0.71,2.86,0.03
2040,과자류,엑스오 커피 캔디,4.36,0.93,0.0,0.08,0.75,0.0,0.0
2041,과자류,엑스트라버진 올리브 오일 앤드 씨 쏠트 크래커,35.4,5.7,0.87,1.05,0.12,198.0,0.15
2042,과자류,엔트리 엘,47.73,5.73,0.55,2.45,3.0,45.0,1.64
2043,과자류,엘 사브로소 또띠아 칩,45.0,4.82,0.64,2.57,0.0,54.64,0.48
2044,과자류,엘고리아가 딸기크림 비스킷,43.8,6.24,0.54,1.8,2.64,18.0,0.78
2045,과자류,엘고리아가 바닐라크림 비스킷,44.4,6.48,0.54,1.8,2.64,18.0,0.78
2046,과자류,엘고리아가 초콜릿크림 비스킷,42.6,6.24,0.6,1.68,2.7,15.0,1.2
2047,과자류,엘디 세트,52.2,4.71,0.6,3.11,2.84,10.71,2.12
2048,과자류,엘리건트 앤 잉글리쉬 바닐라 앤 크림 비스킷,46.33,6.33,0.33,2.17,2.33,18.0,1.33
2049,과자류,엘리건트 앤 잉글리쉬 진저 앤 레몬 비스킷,41.33,5.67,0.33,2.0,2.33,18.0,1.27
2050,과자류,엘리건트 앤 잉글리쉬 초콜렛 앤 라즈베리 비스킷,46.33,6.33,0.33,2.17,2.33,18.0,1.33
2051,과자류,엘비 세트,51.03,5.09,0.59,3.14,3.37,10.26,2.0
2052,과자류,엠. 와이. 썬 스카이플렉스 크레커,43.2,5.76,0.72,1.8,0.0,61.2,1.44
2053,과자류,엠.와이.썬 그레이엄 하니-벌꿀3.2%,39.6,7.2,0.72,0.9,1.8,43.2,0.72
2054,과자류,엠.와이.썬 스카이플렉스 크레커,43.2,5.76,0.72,1.8,0.0,61.2,1.44
2055,과자류,엠삥쁘다스,28.5,3.75,0.3,1.2,0.3,45.0,0.15
2056,과자류,엠씨 아몬드 크랜베리바,33.43,6.43,0.51,0.77,2.83,3.86,0.0
2057,과자류,엠씨 아몬드바,36.0,5.66,0.77,1.29,2.06,3.86,0.0
2058,과자류,엠씨 캐슈 크랜베리바,33.43,6.69,0.51,0.77,2.83,3.86,0.13
2059,과자류,엠씨 프로틴 아몬드바,33.43,5.66,1.54,0.9,2.31,2.57,0.0
2060,과자류,엠씨 프로틴 캐슈바,33.43,5.91,1.54,0.9,2.31,2.57,0.13
2061,과자류,엠씨 피칸바,36.0,6.43,0.51,1.16,2.06,3.86,0.0
2062,과자류,엠씨 화이버 아몬드바,30.86,7.2,0.51,0.77,1.54,0.0,0.0
2063,과자류,엠씨 화이버 캐슈바,30.86,7.2,0.51,0.77,1.54,0.0,0.0
2064,과자류,엠핑굴리,29.09,4.68,0.72,0.9,0.18,53.28,0.36
2065,과자류,역사 모나카,27.6,6.0,0.6,0.3,3.6,0.0,0.0
2066,과자류,연근칩,45.95,5.68,0.4,2.42,0.19,132.39,1.18
2067,과자류,연자칩,48.0,4.5,1.2,2.4,0.0,1.5,0.0
2068,과자류,열풍으로 퍼핑한 팝콘(크라운제과),20.29,2.37,0.36,1.12,0.15,24.7,0.45
2069,과자류,염맛사탕,3.82,0.94,0.0,0.0,0.75,5.18,0.0
2070,과자류,예감 60g,44.23,5.92,0.39,2.11,1.05,45.4,1.23
2071,과자류,오가닉 라스베리 앤 블루베리 라이스 스낵,35.28,7.56,0.65,0.25,1.3,0.0,0.07
2072,과자류,오가닉 애플 라이스 스낵,33.84,7.56,0.61,0.25,1.15,0.0,0.07
2073,과자류,오가닉 캐럿 앤 토마토 라이스 스낵,35.28,7.2,0.79,0.25,0.54,0.0,0.07
2074,과자류,오가닉스 유기농 곡물 비스킷,42.12,6.01,0.52,1.67,1.3,27.0,0.36
2075,과자류,오가닉스 유기농 당근 & 토마토 라이스,35.46,7.34,0.79,0.25,0.52,0.0,0.05
2076,과자류,오가닉스 유기농 동물모양 비스킷,38.52,6.12,0.65,1.22,1.44,0.0,0.36
2077,과자류,오가닉스 유기농 라즈베리 & 블루베리 라이스,35.1,7.54,0.65,0.25,1.31,0.0,0.07
2078,과자류,오가닉스 유기농 미니치즈 크래커,41.4,5.89,1.08,1.44,0.36,0.0,0.63
2079,과자류,오가닉스 유기농 바나나 라이스,35.82,7.63,0.63,0.25,0.88,0.0,0.05
2080,과자류,오가닉스 유기농 바나나 비스킷,40.5,6.03,0.74,1.39,1.78,27.0,0.36
2081,과자류,오가닉스 유기농 사과 라이스,33.84,7.65,0.63,0.23,1.13,0.0,0.07
2082,과자류,오가닉스 유기농 사람모양 비스킷,38.88,6.26,0.65,1.15,1.62,0.0,0.36
2083,과자류,오감자 스윗칠리딥(오리온),40.1,5.06,0.26,2.11,1.03,54.27,0.63
2084,과자류,오감자 양념바베큐딥(오리온),40.17,5.08,0.28,2.1,0.79,47.86,0.61
2085,과자류,오감자(오리온),98.25,10.98,0.68,5.8,0.18,89.1,1.7
2086,과자류,오곡 비스킷,40.0,6.5,0.85,1.2,6.0,60.0,0.5
2087,과자류,오띠미니,44.64,6.48,0.65,1.8,2.47,16.2,0.9
2088,과자류,오띠미니 리조 앤 메이스,42.84,6.3,0.61,1.75,3.34,21.06,0.88
2089,과자류,오띠미니 아몬드,42.12,5.76,0.72,1.8,1.98,14.4,0.72
2090,과자류,오띠미니 카카오,43.2,6.12,0.54,1.8,2.25,13.5,0.9
2091,과자류,오레오,41.62,6.24,0.45,2.03,5.82,41.62,0.0
2092,과자류,오레오 비츠 바닐라 샌드위치,44.1,6.3,0.5,1.89,2.7,45.45,1.26
2093,과자류,오레오 아이스크림향 초코 샌드위치쿠키,43.45,6.52,0.31,1.86,3.37,58.97,0.93
2094,과자류,오레오 아이스크림향 쿠키,43.45,6.52,0.31,1.86,3.37,58.97,0.93
2095,과자류,오레오 초코 샌드위치쿠키,43.45,6.21,0.31,1.86,1.1,43.45,0.93
2096,과자류,오레오 초코 샌드위치쿠키 초코크림,43.45,6.21,0.31,1.86,3.37,43.45,0.0
2097,과자류,오레오 초코렛크림 쿠키,43.45,6.21,0.31,1.86,3.37,38.79,0.93
2098,과자류,오레오 초콜릿 샌드위치 쿠키,43.45,6.21,0.31,1.86,3.37,43.45,0.93
2099,과자류,오레오 초콜릿 샌드위치 쿠키 초콜릿크림,43.45,6.21,0.31,1.86,3.37,43.45,0.93
2100,과자류,오레오 초콜릿 샌드위치 쿠키(미가방),44.39,6.53,0.35,1.87,1.1,34.42,1.11
2101,과자류,오레오 쿠키,43.45,6.46,0.31,1.86,3.37,43.45,1.27
2102,과자류,오레오 크림 샌드위치 쿠키,45.0,6.33,0.45,1.91,2.95,43.68,1.21
2103,과자류,오레오 팩,45.0,6.19,0.56,1.97,4.5,42.19,0.56
2104,과자류,오렌지 구미100,3.22,0.75,0.04,0.0,0.6,0.3,0.0
2105,과자류,오렌지 샤베트,100.0,25.0,0.0,0.0,19.0,15.0,0.0
2106,과자류,오렌지 크림 샌드위치 비스킷,42.19,6.19,0.56,1.69,1.97,49.5,0.84
2107,과자류,오렌지맛 캔디,3.75,0.94,0.0,0.0,0.75,1.25,0.0
2108,과자류,오렌지향 크림향 태피,3.93,0.79,0.0,0.07,0.5,6.07,0.04
2109,과자류,오렌지향 태피,3.93,0.79,0.0,0.07,0.5,6.07,0.04
2110,과자류,오리 미소 센베이,37.5,7.2,0.9,0.51,1.8,39.0,0.0
2111,과자류,오리노 쎄삼&허니,32.28,2.35,1.17,2.35,1.96,1.96,0.39
2112,과자류,오리지널 밀 크레커,46.8,6.12,0.72,2.16,0.36,50.4,1.08
2113,과자류,오리지널 쇼트브래드,258.36,30.74,2.45,14.48,10.47,155.91,9.58
2114,과자류,오리지널 칼스배드 오브라텐 레몬,20.89,3.86,0.64,0.32,0.64,3.21,0.16
2115,과자류,오리지널 칼스배드 오브라텐 바닐라 아몬드,20.89,3.86,0.64,0.32,0.64,3.21,0.16
2116,과자류,오리지널 칼스배드 오브라텐 초콜릿,20.89,3.86,0.64,0.32,2.66,3.21,0.16
2117,과자류,오리지널 칼스배드 오브라텐 카라멜,20.89,3.86,0.64,0.32,0.64,3.21,0.16
2118,과자류,오리지널 프리미엄 솔틴 크래커,39.38,6.75,0.56,0.84,0.0,84.38,0.0
2119,과자류,오부쿠로 와사비맛 마메 그린피스,38.18,6.0,1.64,0.9,4.91,49.09,0.0
2120,과자류,오부쿠로 와사비맛 마메 잠두,40.91,5.45,1.91,1.28,4.91,45.0,0.0
2121,과자류,오부쿠로 츠마미 이치방 그린피스,39.55,5.73,1.64,1.09,4.64,57.27,0.0
2122,과자류,오부쿠로 츠마미 이치방 바타피 피넛,57.27,1.64,2.18,4.64,1.36,10.91,0.82
2123,과자류,오부쿠로 츠마미 이치방 새우피넛,47.73,4.09,1.64,2.73,3.82,31.36,0.55
2124,과자류,오부쿠로 츠마미 이치방 오징어피넛,47.73,4.09,1.64,2.73,3.82,30.0,0.57
2125,과자류,오부쿠로 츠마미 이치방 와사비그린피스,38.18,6.0,1.64,0.9,4.91,49.09,0.0
2126,과자류,오부쿠로 츠마미 이치방 와사비잠두,40.91,5.45,1.91,1.25,4.91,45.0,0.0
2127,과자류,오부쿠로 츠마미 이치방 프라이빈스,39.55,5.18,1.91,1.28,4.91,30.0,0.0
2128,과자류,오시마코쿠토캔디,3.85,0.92,0.0,0.0,0.75,3.15,0.0
2129,과자류,오이쉬 리지스 포테이토 칩스 바비큐향,49.8,5.1,0.6,3.0,0.0,42.0,1.35
2130,과자류,오이쉬 리지스 포테이토 칩스 치즈 & 갈릭 플레이버,47.4,3.9,0.6,3.0,0.6,45.0,1.35
2131,과자류,오이쉬 리지스 포테이토 칩스 치즈향,49.8,5.1,0.6,3.0,0.0,42.0,1.35
2132,과자류,오이쉬 미니 양파칩,42.6,6.3,0.3,1.8,0.6,57.6,0.63
2133,과자류,오이쉬 브레드 팬 버터드토스트 플레이버,44.57,6.0,1.29,1.71,0.64,36.0,1.5
2134,과자류,오이쉬 브레드 팬 치즈 & 오니언 플레이버,42.86,6.0,0.86,1.71,0.64,54.0,1.5
2135,과자류,오이쉬 브레드 팬 토스티드 갈릭,33.43,5.79,0.64,0.86,0.86,45.0,2.14
2136,과자류,오이쉬 슈스트링 포테이토 플레인 솔티드,43.65,5.85,0.0,2.25,0.0,54.0,0.9
2137,과자류,오이쉬 오니언 링스스넥 위드 리얼 오니언,45.0,5.96,0.6,2.08,0.0,54.0,0.9
2138,과자류,오이쉬 오헤야 멀티그레인 스넥 치즈,44.7,4.5,0.6,2.7,0.3,39.0,0.0
2139,과자류,오이쉬 오헤야 멀티그레인 스넥 프렌치 오니언,45.3,6.0,0.6,2.1,0.6,63.0,0.75
2140,과자류,오이쉬 위트닉스 모카향 쿠키,41.14,6.75,0.64,1.29,1.61,34.39,0.64
2141,과자류,오이쉬 위트닉스 바닐라향 쿠키,44.04,6.75,0.64,1.61,1.61,34.39,0.96
2142,과자류,오이쉬 위트닉스 초코 쿠키,43.39,6.75,0.64,1.61,1.93,36.0,0.96
2143,과자류,오이쉬 참새우 크래커,40.5,7.2,0.6,1.05,0.3,66.0,1.05
2144,과자류,오이쉬 초코 쇼크 스넥 스폰지,45.0,6.6,0.6,1.8,1.8,15.0,1.8
2145,과자류,오이쉬 카라멜향 팝콘,40.8,7.2,0.3,1.2,1.8,22.5,0.6
2146,과자류,오이쉬 크리스피 파타타 베이키드 포테이토,43.8,6.3,0.6,1.8,0.3,102.0,0.6
2147,과자류,오이쉬 키레이 유미 플레이크 스림프,36.3,7.5,0.9,0.3,2.7,31.5,0.0
2148,과자류,오이쉬 포드 베지테리언 피 스넥,41.4,4.8,1.5,1.8,0.0,48.0,0.9
2149,과자류,오이쉬 포테이토 칩스 플레인 솔티드,48.6,4.8,0.6,3.0,0.0,45.0,1.2
2150,과자류,오이쉬 피나츄 피넛 크래커 갈릭 & 솔트,40.2,3.6,1.2,2.4,1.2,33.0,0.3
2151,과자류,오이쉬 피나츄 피넛 크래커 씨위드,40.2,3.6,1.2,2.4,1.2,33.0,0.3
2152,과자류,오이쉬 피나츄 피넛 크래커 아사도 플레이버,26.16,4.78,3.09,2.53,1.41,14.91,2.11
2153,과자류,오이쉬포테이토프라이 치즈향,45.3,6.0,0.6,2.1,0.3,66.0,0.9
2154,과자류,오잉,43.65,6.39,0.45,1.8,0.6,54.0,0.81
2155,과자류,오징어 가득 센베이,42.6,4.29,1.92,1.5,0.9,87.3,0.51
2156,과자류,오징어땅콩,45.0,4.8,1.5,2.1,0.9,25.5,0.3
2157,과자류,오징어땅콩 숯불구이맛,40.5,5.76,1.08,1.98,1.27,36.9,0.54
2158,과자류,오징어집,84.79,10.12,1.19,4.46,0.45,80.33,1.4
2159,과자류,오징어해씨,40.5,6.6,0.9,1.05,2.4,27.0,0.6
2160,과자류,오츠마미 파이브 그린빈스,4.41,0.65,0.18,0.12,0.12,6.47,0.0
2161,과자류,오츠마미 파이브 믹스,5.29,0.53,0.24,0.24,0.12,3.53,0.04
2162,과자류,오츠마미 파이브 바타피,6.47,0.18,0.24,0.53,0.18,1.18,0.09
2163,과자류,오츠마미 파이브 우스피,5.88,0.29,0.24,0.41,0.06,1.47,0.08
2164,과자류,오츠마미 파이브 프라이빈스,4.71,0.59,0.24,0.16,0.18,2.94,0.0
2165,과자류,오카키 모치,40.5,6.6,0.6,1.26,0.3,72.0,0.0
2166,과자류,"오코노니요깡 렌요깡, 고쿠로요깡, 말차요깡",70.0,16.88,0.62,0.0,12.5,0.0,0.0
2167,과자류,오코노니요깡 시오요깡,70.0,16.88,0.62,0.0,12.5,40.62,0.0
2168,과자류,오코노미 센베이,36.0,7.8,0.6,0.3,3.9,27.0,0.09
2169,과자류,오코노미모나카,29.32,6.68,0.58,0.12,1.74,1.74,0.0
2170,과자류,오코노미요깡,70.0,16.88,0.62,0.0,12.5,108.12,0.0
2171,과자류,오코노미요캉 녹차맛양갱,71.88,17.06,0.81,0.06,15.0,0.62,0.0
2172,과자류,오코노미요캉 련양갱,71.88,16.69,0.88,0.19,14.38,0.62,0.0
2173,과자류,오코노미요캉 밤맛양갱,68.75,16.5,0.75,0.0,14.38,1.25,0.0
2174,과자류,오코노미요캉 소금맛양갱,71.88,16.69,0.88,0.06,14.38,40.0,0.0
2175,과자류,오코노미요캉 소창양갱,71.88,16.75,0.88,0.06,14.38,0.62,0.0
2176,과자류,오키,43.27,6.23,0.69,1.73,2.08,10.38,0.17
2177,과자류,오트 25 딸기,45.36,5.94,0.58,2.16,1.8,21.6,0.97
2178,과자류,오트 25 텐 그레인,45.36,5.76,0.72,2.16,1.8,18.0,1.08
2179,과자류,오트 크리스피 초코,34.2,6.84,0.72,0.47,0.25,34.2,0.18
2180,과자류,오트밀 라이신 쿠키,40.0,6.0,0.5,1.5,2.5,40.0,0.25
2181,과자류,오트플레이크 앤 레이진 쿠키,42.3,5.31,0.45,2.12,1.46,31.5,0.86
2182,과자류,오히리 14 후꾸로 아지노코다와리,45.72,5.04,1.44,2.16,0.72,46.8,0.0
2183,과자류,오히리 14 후꾸로 키따우미노아지,46.64,4.91,1.23,2.45,0.41,39.68,0.0
2184,과자류,올 브란,30.06,4.32,1.26,0.31,1.53,54.0,0.05
2185,과자류,올드엘파소 타코디너킷,27.18,3.51,0.39,1.24,0.62,83.7,0.11
2186,과자류,올리브 오일 크래커,30.0,5.1,0.9,0.75,0.6,66.0,0.0
2187,과자류,올리브오일 그리신,1.02,0.17,0.03,0.03,0.0,1.75,0.0
2188,과자류,올리브오일앤로즈마리 크래커,39.6,6.48,1.08,1.08,0.36,36.0,0.18
2189,과자류,올인원,52.2,3.3,1.2,3.9,0.3,46.8,0.6
2190,과자류,와글와글코코몽(크라운제과),39.41,7.3,0.64,0.85,3.07,20.41,0.39
2191,과자류,와레오꼬노미믹스,38.45,6.38,0.98,0.98,2.95,52.36,0.2
2192,과자류,와사비 그린피스,36.0,6.12,1.44,0.72,0.72,61.2,0.18
2193,과자류,와사비 마메,38.4,6.0,1.5,0.9,4.8,49.5,0.06
2194,과자류,와사비 완두콩,35.13,5.28,1.27,0.99,1.34,88.39,0.45
2195,과자류,와사비 피스타치오,45.72,5.1,1.2,2.4,4.8,21.6,0.3
2196,과자류,와사비그린마메,38.18,6.0,1.64,0.9,4.91,49.09,0.0
2197,과자류,와사비마메,38.7,6.04,1.48,0.94,1.29,63.0,0.09
2198,과자류,와사비마메 와사비그린마메,38.25,5.85,1.35,0.9,1.35,49.5,0.0
2199,과자류,와사비마메 와사비빈스,40.91,5.45,1.91,1.28,1.35,45.0,0.0
2200,과자류,와사비맛 차야 와사비그린마메,38.18,6.0,1.64,0.9,4.91,49.09,0.0
2201,과자류,와사비맛 차야 와사비빈스,40.91,5.45,1.91,1.28,4.91,45.0,0.0
2202,과자류,와사비맛그린피스스낵,38.1,6.0,1.5,0.9,1.2,48.0,0.0
2203,과자류,와사비빈스,40.91,5.45,1.91,1.28,4.91,45.0,0.0
2204,과자류,와사비완두,38.1,3.3,0.81,1.44,3.0,54.0,0.0
2205,과자류,와사비완두콩,35.73,6.62,1.21,0.49,1.51,101.16,0.21
2206,과자류,와사비자야(와사비그린마메),38.57,6.0,1.71,0.9,1.29,49.29,0.09
2207,과자류,와사비자야(와사비빈스),39.86,5.14,1.71,1.29,1.29,45.0,0.09
2208,과자류,와사비카키피,42.63,5.92,1.18,1.66,0.0,40.97,0.0
2209,과자류,와사비푸미,44.38,4.66,1.55,2.17,0.31,65.17,0.47
2210,과자류,와삭바,65.0,16.0,0.0,0.0,13.0,0.0,0.0
2211,과자류,와수카 초코렛 비스킷,48.0,6.6,0.6,1.8,4.2,6.0,0.0
2212,과자류,와수카 치즈 비스킷,45.0,6.6,0.6,1.5,3.6,33.6,0.0
2213,과자류,와인검 캔디젤리,3.45,0.57,0.05,0.0,0.6,0.5,0.0
2214,과자류,와일드 베리향 캔디,3.93,1.0,0.0,0.0,0.75,0.36,0.0
2215,과자류,와코도 스틱과자 군고구마스틱,45.31,6.18,0.53,2.17,2.14,11.79,0.96
2216,과자류,와코도 스틱과자 치즈스틱,38.86,6.46,0.94,1.02,1.15,24.14,0.53
2217,과자류,와코도 스틱과자 호박쿠키,44.69,6.14,0.56,1.86,1.68,9.93,0.78
2218,과자류,와퍼 마스터 필드 위드 딸기향 크림,43.58,6.16,0.47,1.89,3.36,8.29,0.95
2219,과자류,와퍼 마스터 필드 위드 바닐라향 크림,43.11,5.92,0.62,1.89,3.84,10.66,0.24
2220,과자류,와펠쿠겐 로크포트아트,52.8,4.2,0.9,3.6,1.5,135.0,3.0
2221,과자류,와펠쿠겐 쯔비벨,51.6,3.9,0.9,3.6,1.5,36.9,2.7
2222,과자류,와펠쿠겐 찌겐케제아트,50.1,4.2,0.9,3.3,1.8,43.2,3.0
2223,과자류,와플 콘,433.33,86.67,6.67,6.67,18.16,240.0,0.0
2224,과자류,완두콩과자,24.6,0.6,1.65,1.8,0.6,76.5,0.75
2225,과자류,왈코스낵,38.25,6.3,0.45,1.35,1.35,51.75,0.45
2226,과자류,왕고래밥 매콤(오리온),70.84,12.2,1.12,2.08,0.31,96.64,1.22
2227,과자류,왕고래밥 볶음(오리온),70.74,12.15,1.13,2.05,0.87,107.26,1.22
2228,과자류,왕산도마롱(크라운제과),158.13,20.91,1.74,7.5,2.34,91.73,4.7
2229,과자류,왕자과자,15.9,3.6,0.0,0.0,1.2,2.7,0.0
2230,과자류,왕짱구,46.5,5.7,0.6,2.4,1.2,19.5,0.9
2231,과자류,"외코비탈  바이오 과일맛 스틱, 강한 신맛",3.35,0.75,0.04,0.0,0.6,0.05,0.0
2232,과자류,외코비탈 베어,3.22,0.75,0.05,0.0,0.6,0.0,0.0
2233,과자류,외코비탈 비타미노 프루티,3.24,0.75,0.05,0.0,0.6,0.0,0.0
2234,과자류,요거트 뮤즐리바,40.8,4.92,0.93,1.92,2.19,6.3,0.81
2235,과자류,요거트 뮤즐리바 딸기맛,40.8,6.3,0.3,1.5,3.0,11.7,0.96
2236,과자류,요거트 뮤즐리바 사과맛,40.8,6.3,0.3,1.5,3.0,11.7,0.96
2237,과자류,요거트 뮤즐리바 체리맛,40.8,6.3,0.3,1.5,3.0,11.7,0.96
2238,과자류,요거트향 캬라멜 위드 망고향,36.69,7.62,0.0,0.69,5.54,15.92,0.21
2239,과자류,요거트향 캬라멜 위드 멜론향,36.69,7.62,0.0,0.69,5.54,15.92,0.21
2240,과자류,요거트향 캬라멜 위드 파인애플향,36.69,7.62,0.0,0.69,5.54,15.92,0.21
2241,과자류,요고 팝,35.0,8.5,0.0,0.0,0.0,0.5,0.0
2242,과자류,요구르트 라무네,1458.82,364.71,0.0,0.0,47.33,35.29,0.0
2243,과자류,요구르트맛동물모양크래커,37.8,7.5,0.6,0.6,3.3,9.0,0.3
2244,과자류,요구르트맛말트볼,5.0,0.7,0.1,0.2,0.6,1.0,0.2
2245,과자류,요구르트맛프레첼,43.5,6.3,0.6,1.8,4.2,36.0,1.5
2246,과자류,요구르트아몬드,5.6,0.5,0.1,0.35,0.6,0.5,0.2
2247,과자류,요시와라 요깡,26.54,6.23,0.46,0.0,1.85,4.62,0.0
2248,과자류,우리밀 갈릭 브레드칩,269.5,32.04,3.77,15.08,3.77,282.69,6.6
2249,과자류,우리밀 미니약과,123.46,20.99,1.23,4.57,1.67,24.69,0.62
2250,과자류,우리밀로만들어더욱고소한버터와플(크라운제과),42.5,6.68,0.69,1.45,2.76,29.09,1.03
2251,과자류,우마시오에비센,46.62,5.81,0.45,2.39,0.43,63.0,0.67
2252,과자류,우메아메(매실사탕),3.88,1.0,0.0,0.0,0.94,0.0,0.0
2253,과자류,우미아지센,44.7,5.4,1.2,2.1,1.5,36.3,0.3
2254,과자류,우엉칩,42.39,6.16,0.62,1.73,0.43,78.63,0.66
2255,과자류,우키아라레,31.2,7.2,0.6,0.0,0.6,84.0,0.0
2256,과자류,워터크래커(오리온),124.55,21.29,2.9,3.09,0.44,115.73,0.24
2257,과자류,원더플코펜하겐데니쉬버터쿠키,42.3,5.7,0.6,1.8,2.1,24.0,1.17
2258,과자류,월넛 크렌베리 멀티그레인 파워쿠키,36.0,3.4,0.6,2.2,1.4,17.0,0.3
2259,과자류,웜 구미 젤리,3.28,0.77,0.05,0.0,0.6,0.0,0.0
2260,과자류,웜즈젤리,3.19,0.75,0.06,0.0,0.6,0.45,0.0
2261,과자류,웡카 캔디 믹스업(고브스토퍼),4.0,1.0,0.0,0.0,0.75,0.0,0.0
2262,과자류,웨이퍼 믹스,42.21,6.52,0.31,1.55,3.1,20.17,0.68
2263,과자류,웨이퍼 바닐라향크림,41.62,6.75,0.22,1.58,3.15,20.25,0.63
2264,과자류,웨이퍼 카푸치노,44.1,6.75,0.22,1.8,3.15,18.9,0.74
2265,과자류,웨이퍼미니(크라운제과),45.61,6.22,0.51,2.08,3.05,10.87,0.98
2266,과자류,웰그레인바,50.0,5.0,0.4,3.0,2.0,24.0,1.4
2267,과자류,웰빙 야채,507.0,66.0,7.0,24.0,10.0,623.0,15.0
2268,과자류,웰빙고구마스틱,42.0,6.6,0.15,1.5,0.21,13.5,0.69
2269,과자류,웰빙미니꽈베기,46.5,5.7,0.9,2.4,0.72,31.5,1.2
2270,과자류,웰빙연양갱(크라운제과),130.82,31.15,1.46,0.04,12.36,2.85,0.03
2271,과자류,웰빙카사바칩,49.5,5.4,0.0,3.15,0.45,67.5,1.8
2272,과자류,웰치스 믹스 젤리,3.25,0.77,0.03,0.0,0.6,0.38,0.0
2273,과자류,웰치스 믹스 후르츠맛 젤리,3.08,0.73,0.04,0.0,0.6,0.38,0.0
2274,과자류,웰치스 베리 엔 체리 (64g),3.25,0.77,0.03,0.0,0.6,0.38,0.0
2275,과자류,웰치스믹스후르츠맛,3.08,0.73,0.04,0.0,0.6,0.38,0.0
2276,과자류,유기농 구미베어,3.33,0.77,0.07,0.0,0.6,0.17,0.0
2277,과자류,유기농 그래눌라 사과와 건포도,33.9,6.0,0.9,0.9,2.1,4.5,0.3
2278,과자류,유기농 그래눌라 코코넛과 레드 베리,37.5,6.3,0.6,1.2,0.56,14.7,0.51
2279,과자류,유기농 딸기 요거트 드림즈,392.86,71.43,14.29,6.07,15.71,214.29,3.57
2280,과자류,유기농 딸기잼 비스킷,32.4,6.12,0.36,0.72,4.32,8.28,0.0
2281,과자류,유기농 라스베리 & 사과 통밀귀리 시리얼바,35.1,4.8,2.49,1.53,0.69,0.0,0.42
2282,과자류,유기농 러브 크런치,42.0,6.0,0.6,1.8,1.8,16.5,0.3
2283,과자류,유기농 레몬 앤 오렌지 쇼트브레드,42.94,6.04,0.54,1.85,2.2,12.42,1.11
2284,과자류,유기농 롤리팝,3.68,1.0,0.0,0.0,0.75,0.0,0.0
2285,과자류,유기농 멀티그레인 오트브랜,33.0,7.2,0.9,0.3,1.2,33.0,0.0
2286,과자류,유기농 뮤슬리-스낵 쇼코-뮤슬리리겔,39.81,6.92,0.69,1.04,2.08,30.12,0.69
2287,과자류,유기농 뮤슬리-스낵 압펠-뮤슬리리겔,32.9,6.52,0.31,0.62,2.17,9.0,0.31
2288,과자류,유기농 뮤슬리-스낵 에르트베르-뮤슬리리겔,32.54,6.23,0.35,0.69,1.73,27.0,0.35
2289,과자류,유기농 바나나 망고 요거트 드림즈,201.25,36.75,7.0,2.8,6.74,105.0,1.58
2290,과자류,유기농 바나나칩,46.62,5.94,0.18,2.52,6.9,0.0,2.34
